9324
-0.100000,0.845300,0.100000
-0.100000,2.245300,0.100000
-0.100000,2.245300,-0.100000
-0.100000,0.845300,0.100000
-0.100000,2.245300,-0.100000
-0.100000,0.845300,-0.100000
0.100000,0.845300,0.100000
0.100000,2.245300,0.100000
-0.100000,2.245300,0.100000
-0.100000,2.245300,0.100000
-0.100000,0.845300,0.100000
0.100000,0.845300,0.100000
0.100000,0.845300,0.100000
0.100000,2.245300,-0.100000
0.100000,2.245300,0.100000
0.100000,2.245300,-0.100000
0.100000,0.845300,0.100000
0.100000,0.845300,-0.100000
-0.100000,0.845300,-0.100000
0.100000,2.245300,-0.100000
0.100000,0.845300,-0.100000
0.100000,2.245300,-0.100000
-0.100000,0.845300,-0.100000
-0.100000,2.245300,-0.100000
0.100000,2.245300,0.100000
0.100000,2.245300,-0.100000
-0.100000,2.245300,0.100000
-0.100000,2.245300,0.100000
0.100000,2.245300,-0.100000
-0.100000,2.245300,-0.100000
-0.100000,0.845300,-0.100000
0.100000,0.845300,0.100000
-0.100000,0.845300,0.100000
0.100000,0.845300,0.100000
-0.100000,0.845300,-0.100000
0.100000,0.845300,-0.100000
-0.100000,-2.197924,0.100000
-0.100000,-0.797924,0.100000
-0.100000,-0.797924,-0.100000
-0.100000,-2.197924,0.100000
-0.100000,-0.797924,-0.100000
-0.100000,-2.197924,-0.100000
0.100000,-2.197924,0.100000
0.100000,-0.797924,0.100000
-0.100000,-0.797924,0.100000
-0.100000,-0.797924,0.100000
-0.100000,-2.197924,0.100000
0.100000,-2.197924,0.100000
0.100000,-2.197924,0.100000
0.100000,-0.797924,-0.100000
0.100000,-0.797924,0.100000
0.100000,-0.797924,-0.100000
0.100000,-2.197924,0.100000
0.100000,-2.197924,-0.100000
-0.100000,-2.197924,-0.100000
0.100000,-0.797924,-0.100000
0.100000,-2.197924,-0.100000
0.100000,-0.797924,-0.100000
-0.100000,-2.197924,-0.100000
-0.100000,-0.797924,-0.100000
0.100000,-0.797924,-0.100000
-0.100000,-0.797924,0.100000
0.100000,-0.797924,0.100000
-0.100000,-0.797924,0.100000
0.100000,-0.797924,-0.100000
-0.100000,-0.797924,-0.100000
-0.100000,-2.197924,0.100000
-0.100000,-2.197924,-0.100000
0.100000,-2.197924,0.100000
0.100000,-2.197924,0.100000
-0.100000,-2.197924,-0.100000
0.100000,-2.197924,-0.100000
-0.100000,0.355917,-0.007465
-0.100000,0.555917,-1.407465
-0.100000,0.355917,-1.407465
-0.100000,0.555917,-1.407465
-0.100000,0.355917,-0.007465
-0.100000,0.555917,-0.007465
0.100000,0.555917,-0.007465
-0.100000,0.555917,-1.407465
-0.100000,0.555917,-0.007465
-0.100000,0.555917,-1.407465
0.100000,0.555917,-0.007465
0.100000,0.555917,-1.407465
0.100000,0.355917,-0.007465
0.100000,0.555917,-1.407465
0.100000,0.555917,-0.007465
0.100000,0.555917,-1.407465
0.100000,0.355917,-0.007465
0.100000,0.355917,-1.407465
-0.100000,0.355917,-0.007465
0.100000,0.355917,-1.407465
0.100000,0.355917,-0.007465
0.100000,0.355917,-1.407465
-0.100000,0.355917,-0.007465
-0.100000,0.355917,-1.407465
0.100000,0.355917,-1.407465
-0.100000,0.355917,-1.407465
-0.100000,0.555917,-1.407465
0.100000,0.355917,-1.407465
-0.100000,0.555917,-1.407465
0.100000,0.555917,-1.407465
-0.100000,0.555917,-0.007465
-0.100000,0.355917,-0.007465
0.100000,0.555917,-0.007465
0.100000,0.555917,-0.007465
-0.100000,0.355917,-0.007465
0.100000,0.355917,-0.007465
-0.100000,-0.524171,-0.007465
-0.100000,-0.324171,-1.407465
-0.100000,-0.524171,-1.407465
-0.100000,-0.324171,-1.407465
-0.100000,-0.524171,-0.007465
-0.100000,-0.324171,-0.007465
0.100000,-0.324171,-0.007465
-0.100000,-0.324171,-1.407465
-0.100000,-0.324171,-0.007465
-0.100000,-0.324171,-1.407465
0.100000,-0.324171,-0.007465
0.100000,-0.324171,-1.407465
0.100000,-0.524171,-0.007465
0.100000,-0.324171,-1.407465
0.100000,-0.324171,-0.007465
0.100000,-0.324171,-1.407465
0.100000,-0.524171,-0.007465
0.100000,-0.524171,-1.407465
-0.100000,-0.524171,-0.007465
0.100000,-0.524171,-1.407465
0.100000,-0.524171,-0.007465
0.100000,-0.524171,-1.407465
-0.100000,-0.524171,-0.007465
-0.100000,-0.524171,-1.407465
0.100000,-0.524171,-1.407465
-0.100000,-0.524171,-1.407465
-0.100000,-0.324171,-1.407465
0.100000,-0.524171,-1.407465
-0.100000,-0.324171,-1.407465
0.100000,-0.324171,-1.407465
-0.100000,-0.324171,-0.007465
-0.100000,-0.524171,-0.007465
0.100000,-0.324171,-0.007465
0.100000,-0.324171,-0.007465
-0.100000,-0.524171,-0.007465
0.100000,-0.524171,-0.007465
0.869227,-0.219619,0.101551
0.905275,-0.234550,0.064032
0.869227,-0.231000,0.064032
0.905275,-0.234550,0.064032
0.869227,-0.219619,0.101551
0.907496,-0.223388,0.101551
0.884159,-0.340709,0.325345
0.890905,-0.306797,0.306863
0.869227,-0.304662,0.306863
0.869227,-0.304662,0.306863
0.869227,-0.339239,0.325345
0.884159,-0.340709,0.325345
0.869227,-0.231000,0.064032
0.901670,-0.252677,0.029455
0.869227,-0.249482,0.029455
0.901670,-0.252677,0.029455
0.869227,-0.231000,0.064032
0.905275,-0.234550,0.064032
0.896817,-0.277072,0.281990
